,States/UTs,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL
938,Bihar,1926,16.3,0.6,29.7,12.8,47,48.1,451.5,276,211.6,17.6,1.8,8.7,1121.8
939,Bihar,1927,24.2,36.4,31.9,3.1,52.9,115.9,301.5,242.7,231.4,21.5,38.6,0.2,1100.2
940,Bihar,1928,41.2,21.5,0.1,18.3,54.3,208,377.2,272.9,83.3,164.3,0.9,7.6,1249.8
941,Bihar,1929,51.6,1.1,11.4,16.2,33.1,190.2,328.8,326.3,124.7,231.4,0,44.4,1359.2
942,Bihar,1930,11.6,7.6,13.6,6.6,28.6,144.6,298.2,247.8,290.9,30.4,24,10.4,1114.3
943,Bihar,1931,1.3,32.4,11.4,1.6,27.5,75.9,441.3,218.8,248.2,76.1,11.2,0.7,1146.3
944,Bihar,1932,0,8.2,0.5,14.8,26.6,152.1,164.3,249.3,191.2,32.4,78.7,8.9,926.9
945,Bihar,1933,28.3,13.1,0.7,62.1,90.3,197,377.3,377.8,167.8,77.6,0.3,0.3,1392.6
946,Bihar,1934,30.1,13.7,3,9.1,22,165.5,432.6,251.3,231.2,55.2,9.8,2.8,1226.1
947,Bihar,1935,21,19.6,0.6,0.7,21.9,127.9,193.8,481.7,370.3,2.6,0.1,0.1,1240.4
948,Bihar,1936,7.7,6.9,4.6,7.7,84.3,188.9,462.2,261.5,449.2,88.8,0.4,10.3,1572.5
949,Bihar,1937,0,66.3,0.8,10.7,80,113.6,217.9,441.8,179.3,194.6,0.3,1.1,1306.4
950,Bihar,1938,12.4,17,0,2.9,115.5,382.4,362.1,385.1,201.4,27.1,0.8,0,1506.7
951,Bihar,1939,5,42.3,11.3,1.7,41.5,230.4,315,277.1,262,56.9,0,0,1243.2
952,Bihar,1940,0.9,43.8,65.5,5,31.9,114.6,317.6,314.9,171.6,4.9,0,17.5,1088.3
953,Bihar,1941,16.2,2.8,0.7,4.6,67.1,177.7,248.8,466,190.2,47.8,1.1,0,1223.1
954,Bihar,1942,34.4,43.5,14.7,18.2,28.1,174.7,253.5,330.4,347.2,7,0,0.9,1252.5
955,Bihar,1943,34.7,16.9,0.2,40.7,37,169.8,296,322.1,215.4,37,0,0,1169.9
956,Bihar,1944,27.3,32.6,42,34.1,21.9,223.9,253.5,322.8,221.3,48.5,0.2,0.8,1228.8
957,Bihar,1945,50.7,24,1.4,32.4,57.8,120.5,226.9,265.6,305.5,154.8,0,3.2,1242.9
958,Bihar,1946,0,21.3,5,52.3,88.6,168.7,354.7,267.8,271.8,148.7,14.9,0,1393.7
959,Bihar,1947,5.6,5.6,10.2,7.5,57.7,89.4,394.4,244.6,215.3,61.5,0.1,0.3,1092.1
960,Bihar,1948,11.1,7.5,3.6,11.3,46.3,114.6,409,329.8,248.9,81,36.2,0,1299.2
961,Bihar,1949,16.5,42.8,5.7,35.5,93.1,200.2,341.7,386.5,217.9,103.4,1.1,0,1444.4
962,Bihar,1950,9.8,11.8,22.1,2.2,43.3,346.5,257,313.3,113.4,3,0.1,2.1,1124.6
963,Bihar,1951,7.3,1.5,5.8,8.2,22.8,144.5,307.8,204.5,114.3,28.7,4.7,0.1,850.2
964,Bihar,1952,1.1,10.3,20.1,24.6,57,272.5,212.5,291.9,297.7,15.4,3.4,0.4,1206.8
965,Bihar,1953,29.7,4.2,8.7,16.7,37.4,224.7,431.8,263.3,342.2,18.4,0.9,0.8,1378.7
966,Bihar,1954,12.5,8.4,0.8,0.6,40.9,166.6,366.1,308.6,129.5,15.1,0.2,1.3,1050.5
967,Bihar,1955,20,6.7,2.3,11.9,28.2,172.5,505.7,268.7,192.2,35.7,0.3,0.1,1244.2
968,Bihar,1956,19.3,4.7,9.6,5.3,75.4,319.4,200.6,286.3,359.8,168.8,36,8.1,1493.4
969,Bihar,1957,75.2,2.8,11.6,0.5,1.3,115.6,334.5,295.8,115.2,11.6,0,2.7,966.9
970,Bihar,1958,16,2.7,4.7,26.4,16.1,120.7,222.8,451.1,224.2,81.5,0.7,0.6,1167.4
971,Bihar,1959,81.2,1.5,9.4,18.6,35.7,132.3,245.8,264.2,157.1,233.8,0,0.1,1179.6
972,Bihar,1960,1.4,0.1,42.7,5.2,49.9,117.6,357.4,285.5,348.1,37.9,2,0,1247.9
973,Bihar,1961,11.7,35.8,1.4,2,33.9,239.7,211.6,317.5,157.5,236,0.8,10.1,1258.1
974,Bihar,1962,13,7.8,9.5,20.8,38.8,156.4,244.3,395.4,216.3,72.5,0,3.2,1178.1
975,Bihar,1963,3.4,1.7,9.4,17.5,78.9,154,375.4,273.5,255.7,138.7,17.8,0.2,1326.1
976,Bihar,1964,1.4,3.3,2.4,21.9,59.3,134.7,453.6,157.7,219,66.3,2.7,0,1122.5
977,Bihar,1965,0.4,1.2,15.7,7.1,7.7,98.8,302.2,328.3,215,22.2,1.8,2.4,1002.7
978,Bihar,1966,21.2,6.9,0.1,0.9,39.5,114.5,155.5,308.3,83.1,18.3,17.1,1.6,767
979,Bihar,1967,0.2,0.1,38.6,30.6,23.6,80.7,278.2,282.1,253.8,10.3,0.1,1.5,999.9
980,Bihar,1968,29.1,1.7,7,3,17.3,261.8,329.6,293.1,79.2,113.3,0,4.9,1140.1
981,Bihar,1969,5.2,9.3,9.7,20.7,64.4,193.1,348.4,379.4,219.1,15.3,23.6,0.3,1288.6
982,Bihar,1970,22.1,13.4,3.2,17.9,39.2,194.6,284.2,235.6,229.5,34.5,0.4,0,1074.7
983,Bihar,1971,17.3,14.6,5.1,91.4,81.5,278,307,367.9,129.2,138.6,1.9,0,1432.6
984,Bihar,1972,12.9,38,2.7,3.2,3.4,56.7,163.4,154.9,209.7,48.4,24.6,0,717.9
985,Bihar,1973,22.9,10.2,3.8,4.4,65,200.9,185.1,258.9,271.4,158.2,8.3,0,1189
986,Bihar,1974,3.9,0.7,21.9,9.9,39.1,129.4,451.6,317.5,229.2,28,0.3,3.7,1235.2
987,Bihar,1975,9.1,4.1,12,11,34.4,143.2,403.1,155.2,245.3,51.7,0,0,1069.1
988,Bihar,1976,2.3,12.4,0.9,8.9,80.1,147.1,221,292.8,372.6,22.4,0.7,0.5,1161.7
989,Bihar,1977,5.3,2.9,1.3,17,83.7,102.5,375.5,266,121,147.1,8.1,17.3,1147.5
990,Bihar,1978,13.4,27.8,16.8,24.5,51.8,190.4,313.6,252.6,248.6,142.8,4.8,3.7,1290.8
991,Bihar,1979,23.4,19.4,2.3,21.3,6.2,90.6,435.5,166.1,113,88.5,25.2,10.3,1001.9
992,Bihar,1980,4.7,2.4,9.5,7.9,80.9,160.2,389.9,375.3,190.5,29.5,0.2,1,1252.2
993,Bihar,1981,31.3,5.7,14.3,47.9,86.3,107.9,580.1,311.3,168.8,1,6.1,3.9,1364.7
994,Bihar,1982,4.4,6.1,28.2,14.7,31,222.4,227.2,164.5,170.5,42.1,21.5,1,933.5
995,Bihar,1983,13.1,1.7,8,45,81.1,101.2,353.8,195.8,220.6,69.9,0,14.1,1104.2
996,Bihar,1984,28.6,33.9,1.3,11.2,65.6,353.4,476.4,216.9,219,15.4,1.5,3,1426.2
997,Bihar,1985,8.8,0.5,0.5,8,69.2,163.2,481.5,238,289,188,1.2,7.1,1455
998,Bihar,1986,1.1,13.9,0.5,16,94.3,168.4,395.7,263.5,221.1,124.2,1.3,22.1,1322.1
999,Bihar,1987,0.7,3.7,5.4,37.7,40.1,143.6,452,539.8,379.7,52.8,2.7,2.3,1660.4
1000,Bihar,1988,1.2,15.3,27.3,46.9,46.2,174.5,364.5,459.4,153.2,33.7,1.5,13.8,1337.4
1001,Bihar,1989,8.9,8.7,6.9,0.2,100.3,152.9,446,171.9,330.9,28.2,1,14,1269.9
1002,Bihar,1990,0.3,30.2,13.8,14,83.3,156.6,485.5,204.4,201.2,49.7,0,0.2,1239.4
1003,Bihar,1991,14.5,6.3,7.9,8.9,31.2,176.2,179.7,324.2,270.5,7.2,0,19.2,1045.7
1004,Bihar,1992,2.6,3.1,0.1,2.6,61.1,83.9,284.8,219.2,85.9,52.4,1.4,0.4,797.6
1005,Bihar,1993,9.4,4,24.5,24.5,51.1,154.8,209.1,357.3,320,34.3,19.3,0.1,1208.3
1006,Bihar,1994,28.3,29.1,1,7,32.7,130.9,217.7,257.6,226.5,32.9,4.4,1.2,969.4
1007,Bihar,1995,6.8,11.6,2,0.1,6.7,162.9,227.5,335.7,279.1,11.4,44.4,23.8,1111.9
1008,Bihar,1996,26,21.7,0.2,3,18.2,220.1,238.5,350.9,162.5,66.2,0,0,1107.2
1009,Bihar,1997,10.5,1.1,2.9,29.3,42.2,211,463.9,287.6,185.8,27.8,11,30.6,1303.7
1010,Bihar,1998,8.4,11.2,23.6,26.6,38.2,96.6,465.1,377.4,188,83,14.5,0,1332.5
1011,Bihar,1999,0.1,0.2,0.4,3.8,83.6,265.1,380.8,347.5,199.6,114.1,6.9,0.6,1402.7
1012,Bihar,2000,0.5,12.1,3.6,37.2,96.2,267.2,264.3,201.4,314.8,9.6,0,0.1,1207
1013,Bihar,2001,1,0.5,3,12.6,98.4,224.4,224.7,225.9,274.8,181.3,0.5,0,1247
1014,Bihar,2002,13.4,11.3,2.2,25,74.8,116.6,386.1,247.7,192.8,33.8,1.4,0.7,1105.8
1015,Bihar,2003,13.2,39.7,10.2,21.9,41.4,230.9,356.8,310.6,183.9,142,0.2,3,1353.9
1016,Bihar,2004,22.7,2.1,2.2,32,72.7,246.8,418.4,175.9,115.3,56.4,3.1,0,1147.8
1017,Bihar,2005,13.9,14.3,12.1,7.7,28.6,82.5,300,309.1,105.1,34.3,0,0.2,907.8
1018,Bihar,2006,0.1,0,1.9,19.2,73.2,200,290.7,160.4,285.2,17.6,2.9,1.6,1052.8
1019,Bihar,2007,0.2,34.2,25.4,20.3,94.4,170.4,549.4,340.6,309,39.6,9.1,7.5,1600.2
1020,Bihar,2008,25.6,4.4,3.2,10.4,48.9,291.2,397.2,278.1,117.1,21.4,0.1,0,1197.7
1021,Bihar,2009,0.3,0.4,1.1,2.9,98.5,67.7,213.6,298.9,127.6,72.6,5.1,0.8,889.3
1022,Bihar,2010,0.1,1.1,0.2,6.5,44.4,80.9,191.2,158.4,105.7,33.6,5,2.1,629.2
1023,Bihar,2011,4.2,7.7,9.2,23.9,74.5,211,241.1,278.7,234.1,10,2,0.9,1097.1
1024,Bihar,2012,18.1,2.7,7.3,20.4,18.8,96.2,354,240.4,233.8,34.3,6.4,0,1032.4
1025,Bihar,2013,5.1,22.6,0.6,32.3,89.5,183.3,182,213.6,143.3,197.1,0.4,0,1069.9
1026,Bihar,2014,17,33.5,8.4,0.7,103.9,115.2,265.4,307.6,160.3,47.8,0,1.2,1061
1027,Bihar,2015,12.8,1.8,27.2,38.7,39.5,122.1,231.5,287,101.7,10.4,0,0,872.7
1028,Bihar,2016,9.3,0.6,5.6,3.9,84,128.7,356.4,150.8,357.9,60.8,0,0,1158
1029,Bihar,2017,0.7,0,22.8,21.8,79.7,84.6,379.9,342.8,129.6,50.1,0,0,1112
1030,East Uttar Pradesh,1901,62.6,31.3,8.2,1.1,13.6,21.8,226.5,285.6,215.4,4.9,0.1,2.1,873.2
1031,East Uttar Pradesh,1902,6.1,2.3,2.4,2,21.4,32.5,411.5,155.4,257.2,13.2,1.2,0,905.2
1032,East Uttar Pradesh,1903,8.2,0.4,1.3,0.7,15.3,71.6,115.3,420.2,258.7,324.7,0,0,1216.4
1033,East Uttar Pradesh,1904,7.3,1.5,8.3,0.4,28.7,148,359.4,328.8,95,50.6,17,26.3,1071.2
1034,East Uttar Pradesh,1905,16.8,23.6,20,5.4,15.4,17.3,302.4,316.2,169.5,3.3,0,1.6,891.6
1035,East Uttar Pradesh,1906,5.7,58.2,6.7,0,13.5,140.6,341.2,290.9,135.5,5.1,0,0.1,997.7
1036,East Uttar Pradesh,1907,2.1,74.9,19.2,20.3,11.1,48.6,173.5,290.9,25.7,0,0,0.1,666.3
1037,East Uttar Pradesh,1908,19.2,15.7,7.7,0.8,5.2,63.3,230.5,304,86.1,11.9,0,0.3,744.7
1038,East Uttar Pradesh,1909,8.4,5.4,0,66.6,6.6,248.9,399,206.9,135.3,9,0,20.5,1106.9
1039,East Uttar Pradesh,1910,4.4,0.2,0.5,1.6,28.6,163.8,231.1,341.4,213.5,103,28,0.2,1116.4
1040,East Uttar Pradesh,1911,40.1,0.1,29.1,2.2,4,121.8,85.9,320.7,373.4,99.4,37.1,0.1,1113.9
1041,East Uttar Pradesh,1912,16,7.3,6.5,5.7,18.8,60.6,336.5,279.1,117.6,0.7,30.2,0.5,879.6
1042,East Uttar Pradesh,1913,0.6,37.1,32,0.5,68.7,175,222,200,95.7,15.5,0,14.5,861.4
1043,East Uttar Pradesh,1914,1.3,16.1,21.8,8.3,55.3,37.2,407.7,346.1,92.1,2.6,0.1,0.2,988.8
1044,East Uttar Pradesh,1915,12.5,45.5,25.6,5.8,20.1,107.9,285.4,417.2,387.4,98.6,1.9,1.9,1409.8
1045,East Uttar Pradesh,1916,0,20.1,0,6.9,7.3,243.5,314.8,351.2,197.4,55.5,5.1,0,1201.9
1046,East Uttar Pradesh,1917,7.9,32.2,8.4,3.9,43.8,171.4,356.7,230,302.2,55.4,0,4.6,1216.5
1047,East Uttar Pradesh,1918,0.6,0.1,5.3,4.3,20.3,142,110.4,261.6,104,0.1,1.1,0.9,650.7
1048,East Uttar Pradesh,1919,46.2,9.6,2.9,6.5,12.2,68.8,347.4,237.4,228.9,59.1,0.1,4.4,1023.4
1049,East Uttar Pradesh,1920,0,12.5,13.6,0.8,16,86.2,468.4,161.4,98.2,3.1,0,0,860.2
1050,East Uttar Pradesh,1921,41.2,0.7,2.5,8.5,0.5,166.8,203.6,460.7,218.2,11.1,0,1,1114.7
1051,East Uttar Pradesh,1922,27.6,5.7,0,4.4,2.9,130.2,436.8,438.1,299.1,3.1,0.6,15.5,1364
1052,East Uttar Pradesh,1923,1.2,38.1,0.1,0.1,5.4,41.9,276.6,340.5,261.7,93.2,1,16.2,1076.2
1053,East Uttar Pradesh,1924,11.5,7.3,1,0.2,2.2,42.1,500.9,239.9,266.3,29.2,11.1,8.3,1119.9
1054,East Uttar Pradesh,1925,5.2,0,0.4,16.7,20.9,140.8,443.9,236.3,233.1,6,10.9,0,1114.1
1055,East Uttar Pradesh,1926,11.3,2.5,44.6,14,19,18.7,365.5,259.8,225.2,26.8,0.5,1.5,989.5
1056,East Uttar Pradesh,1927,6.4,21.3,15.5,1.6,29.7,67.8,280.5,306.3,151.8,73.4,72.9,3.9,1031.2
1057,East Uttar Pradesh,1928,24.9,84.3,0.7,12.7,11.7,118.4,290.8,112.1,65.2,68.6,0.3,15.1,804.8
1058,East Uttar Pradesh,1929,42.4,1.4,13,1.7,6.6,163.7,286.7,354.6,48.5,53.3,0,43,1014.8
1059,East Uttar Pradesh,1930,11.3,16.8,5.2,3.5,6.1,54.2,367,265,284.8,38.6,3.5,13.4,1069.5
1060,East Uttar Pradesh,1931,0.5,27.4,1.8,0.2,8.6,36.8,297,240.2,332,102.3,0.2,0.1,1047.1
1061,East Uttar Pradesh,1932,0,5.5,2.2,1.4,7.6,89.4,170.1,287.4,125.7,16.8,29.5,2.9,738.5
1062,East Uttar Pradesh,1933,14.8,18.5,2.9,37,46.8,128,223.7,247.3,158.1,100.5,0,0,977.5
1063,East Uttar Pradesh,1934,33.7,1.6,12.5,1,1.5,148.7,360.7,257.3,236.4,9.5,1.5,3.9,1068.4
1064,East Uttar Pradesh,1935,19.9,18,0,10.8,0.2,73.9,259,325.3,198.1,0,0,14.6,919.8
1065,East Uttar Pradesh,1936,6.3,31.1,4.1,4.6,24.2,219.5,598.8,354.2,252.5,28.4,3.3,18.4,1545.5
1066,East Uttar Pradesh,1937,0,58.3,1.4,6,21.2,94.9,313.5,363.9,102.2,70.5,0.1,3.3,1035.3
1067,East Uttar Pradesh,1938,24.5,11.5,0,1.7,37.4,285.7,376.8,378.9,224.2,33.1,0.3,0,1374.2
1068,East Uttar Pradesh,1939,14,21,4.3,1.1,2.5,146.8,284.4,227.6,222.6,20.7,0,0,945
1069,East Uttar Pradesh,1940,8.3,20.9,31.5,5,10.5,66.2,256.7,315.2,121,5.9,0,25.8,866.8
1070,East Uttar Pradesh,1941,19,5.6,0.4,0.2,19.1,138.3,142.8,297.5,171,4,0.2,0,798.2
1071,East Uttar Pradesh,1942,56.2,55.8,7.9,4.7,4.9,99.6,277.8,312.4,203,0.2,0,6.2,1028.6
1072,East Uttar Pradesh,1943,24.3,7.3,0.1,20.7,15.6,75.4,231.3,444.4,266.5,15.4,0,0,1101.1
1073,East Uttar Pradesh,1944,19.2,41.6,63.7,12.4,6.3,105.9,278.4,304.7,178.5,47.5,0,3.2,1061.5
1074,East Uttar Pradesh,1945,46.5,1.8,1.7,14.9,12,70.3,239.3,211.5,267.9,108.9,0,5.7,980.4
1075,East Uttar Pradesh,1946,0,25.7,0.5,26.9,35,88.2,395.5,219.5,142.6,92.5,10.5,2,1038.9
1076,East Uttar Pradesh,1947,17.3,7.3,11.3,0.7,14.5,88,419.4,229.5,189,27.7,0,1.6,1006.3
1077,East Uttar Pradesh,1948,28.3,9.9,0.5,0.7,14,100.2,420.4,391.7,275.5,66.8,15.1,0,1323.1
1078,East Uttar Pradesh,1949,3.8,41.3,1.2,3.8,28.5,52.7,287.8,352.4,272.4,86.7,0.5,0,1131
1079,East Uttar Pradesh,1950,28.8,7.5,19.8,0.2,10.6,147.1,250.9,366.8,91.2,3.3,0.1,25.1,951.4
1080,East Uttar Pradesh,1951,27.4,10.9,21.6,6.1,2.5,114.4,139.2,247.4,168.3,12.7,2,0.1,752.5
1081,East Uttar Pradesh,1952,2.8,12.8,33.7,2.7,9.4,244.8,161.9,350.1,110.8,4.4,0,2.6,935.9
1082,East Uttar Pradesh,1953,32.4,6.3,1.3,3.4,14.9,138.4,497.5,323.7,243.6,3.6,0,1.7,1266.9
1083,East Uttar Pradesh,1954,36.5,32.1,1.7,0,3.6,65.2,309.9,300.4,186.5,33.6,0,0.2,969.7
1084,East Uttar Pradesh,1955,34.4,9.6,1.2,1.9,4.5,202.1,529.9,310.8,230.7,99.1,0,0.1,1424.3
1085,East Uttar Pradesh,1956,21.5,5.7,12.3,1.2,39.7,165.2,220.3,281.1,292.3,167.2,38.9,8.7,1254.1
1086,East Uttar Pradesh,1957,44.2,0.4,18,1,1,56.4,367.3,293.5,163.3,5.1,0.1,5.4,955.7
1087,East Uttar Pradesh,1958,14.6,3.2,5.8,4.4,1.3,52.6,247.3,388.5,184.4,111.9,0,2.9,1016.9
1088,East Uttar Pradesh,1959,53.2,4.2,4.8,4.1,36,44.4,234.1,274.6,85.9,125.9,2,0,869.2
1089,East Uttar Pradesh,1960,9.6,0.1,36.3,2.9,5.9,75.2,411,317.2,174.5,136.7,0.6,0,1170
1090,East Uttar Pradesh,1961,24.7,25.6,0,1.6,6.6,92.7,285.1,407,154.8,203.5,0.6,11.9,1214.3
1091,East Uttar Pradesh,1962,28.6,17,9.2,4.8,3.2,81.7,226.3,428.1,265.4,2.3,0,5.4,1072
1092,East Uttar Pradesh,1963,14.8,2.4,10,8.6,19.4,99.9,320.8,339.9,146.1,24.9,8,1.7,996.3
1093,East Uttar Pradesh,1964,1.6,6.6,0.2,3.7,43.4,82.9,398.7,179.9,292.2,18.3,0.8,8.5,1036.6
1094,East Uttar Pradesh,1965,2.1,0.7,9.9,19.3,2.7,21.4,204.5,213.6,161.7,47.9,0.5,1.2,685.5
1095,East Uttar Pradesh,1966,13.5,8.8,0.2,0,8.4,185.7,149.3,274.3,23.1,15,18.3,11.1,707.8
1096,East Uttar Pradesh,1967,2.1,0.1,30.5,9.2,8.1,81,264.7,443.3,155.9,2.7,0.7,31,1029.4
1097,East Uttar Pradesh,1968,28.8,5.5,4.5,2.6,1.7,95.1,311.3,251.1,104.1,32.9,0,2.3,840
1098,East Uttar Pradesh,1969,2.8,2.6,2.9,7,37.3,59.2,370.1,322.2,200.5,6.8,13.3,0,1024.6
1099,East Uttar Pradesh,1970,31.3,41.3,8.4,2.1,30.3,178.1,197.9,226.1,365.5,51.2,0.1,0,1132.3
1100,East Uttar Pradesh,1971,15.7,11.6,7.1,39.6,54.5,202.5,295.3,386.7,221.8,75.8,0.5,0,1311.1
1101,East Uttar Pradesh,1972,9.7,23.4,3,1.1,1,26.9,185.8,208.3,167.8,24.6,14.8,0.4,666.9
1102,East Uttar Pradesh,1973,11.7,18.3,0.7,0,17.9,119.7,245.1,257.8,174.5,109.7,0.1,0.1,955.7
1103,East Uttar Pradesh,1974,0.5,3.2,4.9,0.2,7,53.3,375.6,257.4,126.6,38.2,1.5,13.7,882.2
1104,East Uttar Pradesh,1975,13.5,7.6,13.1,0.8,8,234.9,405.9,312.5,188.9,40.3,0,0,1225.5
1105,East Uttar Pradesh,1976,6.1,3.5,0.2,5.7,23.4,61.4,254,309.3,254.8,4.8,0.3,0.1,923.5
1106,East Uttar Pradesh,1977,10.3,3.7,0.1,9.8,30.9,57.9,397.2,193.5,128.5,66.4,0.7,15.1,914.1
1107,East Uttar Pradesh,1978,27.9,27.2,31.6,9.6,6.5,187.1,327.2,262.6,219.1,12.2,1.6,3.9,1116.3
1108,East Uttar Pradesh,1979,27.6,30.6,2.3,6.8,12,85.2,320.6,118.1,31.6,18.5,33.6,9.6,696.5
1109,East Uttar Pradesh,1980,3,4.2,8.9,0.3,15.5,153.4,553.1,449.7,269.8,19.8,0.2,10.7,1488.5
1110,East Uttar Pradesh,1981,19.6,3.7,11.8,4.8,29.2,80,436,216.8,293,1.4,10.9,3.1,1110.1
1111,East Uttar Pradesh,1982,34.7,9.9,40.3,11.1,44.9,120.1,215.2,316.6,281.9,10.4,20.5,5,1110.6
1112,East Uttar Pradesh,1983,20,1.6,0.7,24.9,45.9,104.2,271,242.5,364.2,110.4,0,19.6,1204.8
1113,East Uttar Pradesh,1984,24,23.5,1.4,9.4,10.7,286.9,329.7,203.7,164.1,18.5,0,4.7,1076.7
1114,East Uttar Pradesh,1985,20.8,0,0.5,2.2,10.4,69.7,351.8,215.7,333.3,158.3,0,13.2,1175.9
1115,East Uttar Pradesh,1986,7.1,36.5,0.9,5.6,26,116.9,301,245.3,121.2,31.6,1,42.5,935.3
1116,East Uttar Pradesh,1987,11.1,6.4,2.6,6.4,22.2,20.7,215.9,167.6,289.5,78.7,0,3.5,824.7
1117,East Uttar Pradesh,1988,2.3,11.1,17.4,14,17.4,107,375.4,365,102.3,54.7,0,18.5,1085.1
1118,East Uttar Pradesh,1989,14.5,4.3,9.3,0,7.3,138.4,370.7,194.7,207.4,7.9,1.8,13.6,969.9
1119,East Uttar Pradesh,1990,0,42.6,9.5,1.8,42.3,135.7,488.8,212.2,153.9,12,0,7.4,1106.1
1120,East Uttar Pradesh,1991,8.6,10.9,7.9,3.9,4.1,98.2,123,395.9,201.6,0.2,2.7,18.3,875.2
1121,East Uttar Pradesh,1992,9,8.7,0.3,1.2,14,51.4,243.3,233.2,191.1,103.9,7.3,0,863.4
1122,East Uttar Pradesh,1993,1.7,5.1,23.2,8.9,33.9,162.5,142.6,206.6,240.7,7.8,0.5,0.3,834
1123,East Uttar Pradesh,1994,22.2,24.7,0.1,9.5,7.6,127.5,230.8,300.1,177.5,10,0.3,0,910.2
1124,East Uttar Pradesh,1995,19.2,23.1,1.9,2,2.1,133.8,173,290.4,187.2,2.4,16.7,8.4,860.5
1125,East Uttar Pradesh,1996,55.6,39.6,0.6,2.5,1.2,145.1,201,337.9,147.1,79.8,0,0,1010.3
1126,East Uttar Pradesh,1997,6,0.4,0.6,13.3,15.8,69.5,291.3,41.5,32.1,8.1,4.1,10.8,493.3
1127,East Uttar Pradesh,1998,9.5,8.6,14.2,6.6,20.1,55.4,218.3,247,63.8,14.5,3,0,661
1128,East Uttar Pradesh,1999,8.7,6.8,0,0.2,23.6,112.6,254.2,261.5,211.1,71,1,2,952.8
1129,East Uttar Pradesh,2000,2.6,5.3,2.9,10.5,38.6,199.1,240.9,204.7,222.7,1.3,18.1,0.2,946.8
1130,East Uttar Pradesh,2001,1.1,1.4,1.3,4.2,26.7,229,294,185.9,152.1,75.3,2.8,0,973.8
1131,East Uttar Pradesh,2002,15,26.1,0.6,2.5,29.2,50.6,101.7,212.1,226.7,20.6,1.4,2.7,689.1
1132,East Uttar Pradesh,2003,13.8,36.9,2.6,8.8,2,124.9,255.2,301.4,333.8,7.6,0,9.3,1096.4
1133,East Uttar Pradesh,2004,22.8,1.8,0,8.7,25.8,161,219.5,147.6,126.5,33,0.1,0.1,746.9
1134,East Uttar Pradesh,2005,14,14,10.3,0.9,8,57.5,290.3,227.3,119.7,25.2,0,2.9,770.3
1135,East Uttar Pradesh,2006,0,0,10.7,7.8,27.1,107.4,269.1,146.7,51.5,9.1,1.2,1.5,632.1
1136,East Uttar Pradesh,2007,0.1,46.6,25.8,3.2,28.3,64.5,265.2,180.4,111.5,14.6,0,1.1,741.2
1137,East Uttar Pradesh,2008,3.1,2.4,0.2,3,16.1,223.7,341.6,239.6,112.7,10.3,0.6,0,953.4
1138,East Uttar Pradesh,2009,0,1.1,0.8,0.6,22.8,29.9,149.4,177,139.6,80.9,4.9,3,610.2
1139,East Uttar Pradesh,2010,2.2,10,0,0,14.7,23.9,220.8,215.9,184.5,15.5,4.5,0.1,692.2
1140,East Uttar Pradesh,2011,1,2.7,1.6,2.9,32.2,163.8,197.9,232.1,146.4,0.6,0,0,781.2
1141,East Uttar Pradesh,2012,20.3,1.2,3.4,2.8,0.2,18.5,234.2,156,164.4,0.7,0.3,0.7,602.7
1142,East Uttar Pradesh,2013,6.1,59.6,2.7,8.7,1.1,309.7,230,246.1,78.2,97.4,0.5,1.1,1041.4
1143,East Uttar Pradesh,2014,47.4,25.8,15.4,1.7,10.7,47.8,224.5,138.1,106.7,74.7,0,8.4,701.2
1144,East Uttar Pradesh,2015,30,4.1,48.2,23.2,8.6,95.3,179,175.8,21.9,11.8,0.5,4.9,603.3
1145,East Uttar Pradesh,2016,5.3,1.3,9.5,0,39.3,77.1,338.1,224.4,150.7,25.9,0,0,871.7
1146,East Uttar Pradesh,2017,9.7,0.1,4.3,2,25.8,50.8,328.9,185.1,85.2,3,0,0,695
1147,West Uttar Pradesh,1901,51.4,25.6,9.5,0.7,5.6,23.8,201.9,374.3,67.7,7.6,0,7.9,775.9
1148,West Uttar Pradesh,1902,4.6,4.6,0.6,4.8,7.2,54.5,325.9,180.6,143.1,9.6,0.9,0.2,736.6
1149,West Uttar Pradesh,1903,13.4,0.4,1.2,0,8.2,32.7,145.4,279.1,150.4,177.3,0,0.4,808.4
1150,West Uttar Pradesh,1904,6.3,2,29.7,0.4,24.8,68.5,358.8,311.1,97.1,2.7,15.7,28.2,945.2
1151,West Uttar Pradesh,1905,32.3,26.6,14.8,3.6,7.1,18.9,139.8,95,92.2,0.2,0,2.9,433.5
1152,West Uttar Pradesh,1906,3.3,63.2,21.5,0.2,3.4,206.5,240.5,172.6,260.6,1.1,0,5.7,978.7
1153,West Uttar Pradesh,1907,13.8,64.8,17.6,27.2,9.6,15.8,176.5,263.9,0.5,0,0,0,589.5
1154,West Uttar Pradesh,1908,22.4,11.4,1.7,1.9,12,44.4,325.2,409.1,35.8,0.2,0.7,1.3,866.3
1155,West Uttar Pradesh,1909,16.7,6.1,0.1,69,2.8,163.3,350.6,155.1,106.8,1.1,0,31.4,903
1156,West Uttar Pradesh,1910,11.1,2.5,0,1.4,13.5,88,120.3,274.5,205.4,149.5,9.1,0.4,875.9
1157,West Uttar Pradesh,1911,63.8,0.5,31.6,0.8,0.3,58.8,57.4,135.6,346.2,17.2,38.9,0.6,751.6
